cycle,first(COVID_Maths).I,first(COVID_Maths).D
0,2.0,0.0
1,1.568682344912123,0.12056373762292259
2,2.7541951169243744,0.4178914752610524
3,4.947204377683454,0.9893193620171968
4,8.167635292762787,2.0367705776584244
5,11.857024598075576,3.814670451183498
6,14.707129864474304,6.533472200626602
7,15.577935633832901,10.220690737033754
8,14.452804308587279,14.666795257095984
9,12.165382282753022,19.516911112745703
10,9.588544371989286,24.41293365541361
11,7.244793042354718,29.081877075373786
12,5.331751899158011,33.35562089482296
13,3.8619664032449568,37.15370186424876
14,2.771787693528631,40.45676002261128
15,1.9797471300521101,43.28317229418302
16,1.4111959771127462,45.67198841895648
17,1.005785334079865,47.67159778205273
18,0.7176422918099337,49.332680292689986
19,0.513055815995263,50.70409872725656
20,0.3677285143092191,51.83071585661702
21,0.2643436306803565,52.752425367169884
22,0.1906368933416075,53.5039187818454
23,0.1379496575046729,54.11487553092495
24,0.10017546830474626,54.61037597229181
25,0.07300641321598768,55.01141253088335
26,0.05339949178647577,55.335423755901864
27,0.03920099448886,55.59680825853207
28,0.02888290590093088,55.80739595553159
29,0.02135812942636378,55.976866754287634
30,0.01585093817599735,56.113114449839244
31,0.01180604358188977,56.22255796238068
32,0.00882465626094242,56.31040432257805
33,0.00661942548689268,56.38086880190673
34,0.00498260111341008,56.43735780204993
35,0.00376347453573095,56.4826198936393
36,0.0028523466518812,56.5188699409113
37,0.00216909908560724,56.54789069568789
38,0.00165502111752232,56.57111566966834
39,0.00126694608979776,56.589696542896554
40,0.00097303108005004,56.60455786168251
41,0.00074970946890211,56.61644133123274
42,0.00057948331161095,56.62594161890123
43,0.00044931892705174,56.63353525090625
44,0.00034947714435269,56.63960390381933
45,0.00027265774152534,56.64445315635056
46,0.00021337171389261,56.6483275709435
47,0.00016747926614991,56.65142281271817
48,0.00013184872661223,56.653895380100124
49,0.00010410396547769,56.655870412381745
50,0.00008243678749989,56.65744795041709
