cycle,first(COVID_Maths).E,first(COVID_Maths).I,first(COVID_Maths).M
35,0.00000044688080355,0.00000056616344842,0.04389399907283625
36,0.00000027707217923,0.00000034759183244,0.03487518835385239
37,0.00000017294076076,0.00000021489177137,0.02770942609019791
38,0.00000010865657949,0.00000013376343413,0.0220159873641124
39,0.00000006871026335,0.00000008382422038,0.01749236585058156
40,0.0000000437268728,0.0000000528768087,0.01389820601267822
41,0.00000002800220697,0.00000003357187136,0.01104253516292447
42,0.00000001804306772,0.0000000214512811,0.00877361803868645
43,0.00000001169664642,0.0000000137928087,0.00697089542800561
44,0.00000000762790146,0.00000000892339194,0.00553857885741438
45,0.00000000500383052,0.00000000580821186,0.00440056119893891
46,0.00000000330153677,0.00000000380319842,0.00349637288906643
47,0.00000000219083178,0.00000000250501139,0.00277796896148256
48,0.00000000146199412,0.00000000165953332,0.00220717621193083
49,0.00000000098105028,0.00000000110570771,0.00175366487295285
50,0.00000000066193026,0.00000000074086047,0.00139333703636972
0,0.0,2.0,0.0
1,6.941704854790541,2.8367506779132854,0.22060829430225026
2,18.040686141598382,7.637752749791561,0.8731550490887664
3,34.217890936136286,16.839068388134464,2.498485154686076
4,40.01679410254514,25.61409055255331,5.707680339149123
5,29.582087615688533,25.795844554709312,10.00487438986262
6,16.788243422500138,19.09721264163948,13.648147041785684
7,8.518019778104774,11.74266476962472,15.386177369615766
8,4.155603959402882,6.5000354521814305,15.241946476893276
9,2.011554502690333,3.394522116160458,13.891374924181815
10,0.9794401191351664,1.7194657195109,12.013040952450167
11,0.48241072384623956,0.8592904951034004,10.055530716119732
12,0.24077863659993648,0.4281646976820583,8.249879691674822
13,0.12178550576189075,0.21410393236446268,6.685903678522836
14,0.06238605242682579,0.10785521065561593,5.377930898026284
15,0.03234277071306006,0.05484927742091235,4.3060091553310444
16,0.0169581617013304,0.02818750019812603,3.437997405609144
17,0.00898785013906418,0.01464408252732861,2.7401407956847437
18,0.0048130044308163,0.00769122734220568,2.1815321424187006
19,0.0026031610154406,0.00408304064323711,1.7355895667160255
20,0.00142158944734391,0.00219035868392738,1.380187402503172
21,0.0007836385674967,0.00118703944275169,1.0972437497646919
22,0.00043593056835578,0.00064969050444122,0.8721388516382133
23,0.00024466888896944,0.00035901812981662,0.6931280731733902
24,0.00013851820030982,0.00020025255625256,0.5508137407389515
25,0.00007908861916272,0.00011271504248764,0.437694730841023
26,0.0000455320791512,0.00006400662578484,0.347793128534929
27,0.0000264264548215,0.00003666154176799,0.2763497344200202
28,0.00001545979587801,0.00002117622612837,0.21957810094428398
29,0.00000911467252649,0.0000123325542463,0.17446701489169927
30,0.00000541480887972,0.00000724008167142,0.13862246824320706
31,0.00000324089689882,0.0000042839411378,0.11014151993128792
32,0.00000195400356052,0.00000255435151129,0.08751176592862696
33,0.00000118659941359,0.00000153456770523,0.0695312985794092
34,0.0000007256789381,0.00000092873969266,0.05524502130624394
35,0.00000044688080355,0.00000056616344842,0.04389399907283625
36,0.00000027707217923,0.00000034759183244,0.03487518835385239
37,0.00000017294076076,0.00000021489177137,0.02770942609019791
38,0.00000010865657949,0.00000013376343413,0.0220159873641124
39,0.00000006871026335,0.00000008382422038,0.01749236585058156
40,0.0000000437268728,0.0000000528768087,0.01389820601267822
41,0.00000002800220697,0.00000003357187136,0.01104253516292447
42,0.00000001804306772,0.0000000214512811,0.00877361803868645
43,0.00000001169664642,0.0000000137928087,0.00697089542800561
44,0.00000000762790146,0.00000000892339194,0.00553857885741438
45,0.00000000500383052,0.00000000580821186,0.00440056119893891
46,0.00000000330153677,0.00000000380319842,0.00349637288906643
47,0.00000000219083178,0.00000000250501139,0.00277796896148256
48,0.00000000146199412,0.00000000165953332,0.00220717621193083
49,0.00000000098105028,0.00000000110570771,0.00175366487295285
50,0.00000000066193026,0.00000000074086047,0.00139333703636972
0,0.0,2.0,0.0
1,62.613063082441,16.84510474627208,0.5081058664646332
2,59.36111287376767,43.31007115023494,4.689405258750677
3,24.532550212812943,31.998645422428535,11.994154461321715
4,10.110101959454438,17.415897670460645,16.783804385340552
5,4.250691805722733,8.479536508046372,17.907276225287234
6,1.84753977423004,3.935650599972328,16.68772861003133
7,0.8408377591047755,1.8001881793598606,14.476575516950144
8,0.4036083100696768,0.8300633691643873,12.080008402378093
9,0.20426466546414124,0.3922721082032067,9.86827409916412
10,0.10842332887756988,0.19210339249464842,7.967885454218584
11,0.05998374035262981,0.09804745055730865,6.391948251512614
12,0.03441572647159098,0.05222892193497229,5.109044550727256
13,0.02040897141262506,0.02900028313038365,4.075044337966458
14,0.01248097349565037,0.01674224537001262,3.246245783943638
15,0.0078583930778059,0.01002145723311191,2.584020120537175
16,0.00508751561875242,0.00620331994395816,2.0558774984081
17,0.00338268789744312,0.00396198560597242,1.635152624897895
18,0.00230750816894815,0.00260593481378521,1.3002424479738455
19,0.00161333948536239,0.00176224800193191,1.033771265058063
20,0.00115509414723742,0.00122352754379862,0.8218224038057209
21,0.00084616611867909,0.00087111001896698,0.6532782134104977
22,0.00063373155072778,0.00063529744338376,0.519271483339826
23,0.00048490441799479,0.00047414311638977,0.41273737474970634
24,0.00037880887569178,0.00036182245700514,0.32805105677719826
25,0.00030194619133596,0.00028209536498373,0.2607363824526076
26,0.0002454339514637,0.000224543828803,0.2072325372569662
27,0.00020333019455962,0.00018235885485464,0.16470756616439558
28,0.00017159804003964,0.00015101181954258,0.1309095956220464
29,0.00014745523027478,0.00012744133507132,0.10404825750384339
30,0.00012895896518887,0.0001095465530674,0.08270025448825495
31,0.00011473694062448,0.00009586603308698,0.06573419171480606
32,0.00010381068054124,0.00008537097741222,0.05225076711063456
33,0.00009547803843537,0.00007733015037631,0.04153519578567216
34,0.00008923422175452,0.00007122047093971,0.03301937410794053
35,0.00008471830189634,0.0000666671826269,0.02625179446954595
36,0.00008167688445916,0.00006340350187741,0.02087362606160489
37,0.0000799395800331,0.00006124333334555,0.01659969985994175
38,0.00007940281630345,0.00006006294716775,0.01320339356930014
39,0.00008001977786598,0.00005978898367724,0.01050461752504403
40,0.00008179510273656,0.00006039111105784,0.0083602660235545
41,0.00008478356254333,0.00006187830947027,0.00665662869089602
42,0.00008909241042081,0.00006429821550634,0.00530336006820236
43,0.00009488746881305,0.00006773931442185,0.00422868799980926
44,0.00010240340434095,0.00007233607090968,0.00337560697507163
45,0.0001119590480735,0.00007827738599063,0.00269885474312989
46,0.00012397911864569,0.00008581909735512,0.00216251204082036
47,0.00013902435461411,0.00009530164495633,0.00173809834151003
48,0.00015783294266385,0.00010717455348966,0.00140306290013346
49,0.00018137735283503,0.00012203010576777,0.00113959144202729
50,0.00021094242256858,0.00014064958969201,0.00093366575212193
0,0.0,2.0,0.0
1,91.26413678120228,40.07885595576491,1.2782069501865956
2,37.31543904330776,41.01706491858155,8.23701761921598
3,15.297784850702095,24.158644009811553,15.069380414142215
4,6.384577597748586,12.152502030620532,17.96921222820541
5,2.759250666877181,5.72855233626779,17.677928743587348
6,1.2642567478865643,2.645469821728576,15.77811882172152
7,0.6273894129542694,1.2363321572894383,13.373144832684458
8,0.3399095167131165,0.6012722562147613,11.023119852709032
9,0.19982933180986778,0.3109995713434237,8.949909888084138
10,0.1260809354870495,0.17321162038459786,7.207218786149197
11,0.08464026925643664,0.10418653943057819,5.777746104003311
12,0.06014391497782836,0.06746684385679945,4.6201478239682165
13,0.0450922426274552,0.04677408032013122,3.6892161386720996
14,0.03558160034603147,0.03452238219231792,2.943500773046845
15,0.02948246643781056,0.02699162548027762,2.3475389325421787
16,0.02559490052948786,0.02226308201387195,1.8719536191490247
17,0.02323118541425333,0.0193040022602152,1.4928072151402434
18,0.02200101025150738,0.01754319411401721,1.190770299918649
19,0.02169902921081334,0.01666574367155086,0.9503180103879506
20,0.02224739372912629,0.01651096176180738,0.7590245441953076
21,0.02367035165717286,0.01702228612655906,0.6069703050831056
22,0.02609030902309009,0.01822590953520662,0.4862552143777997
23,0.02974154512350722,0.020227873315775,0.39060509183088266
24,0.03500208738947896,0.02322596398414127,0.3150572111292531
25,0.04244744091251647,0.02753660935758613,0.255712637824563
26,0.05293219463121523,0.03363954393110948,0.20954530167043467
27,0.06770592688051483,0.04224448995542932,0.1742603169076842
28,0.08856472545476846,0.05438326819161424,0.1481964648913797
29,0.11802042649230186,0.0715239395018318,0.1302694341556191
30,0.15941920466890858,0.09568264407471175,0.11995208221136387
31,0.2168333341245656,0.12945930356668195,0.11728276658730337
32,0.29436989131831226,0.17582897601511868,0.12287728428044455
33,0.39436647224442256,0.23739230011439363,0.13788686884436308
34,0.5141244434058216,0.314746283715866,0.16379248182596517
35,0.6420437051814427,0.4040115772516442,0.20188204773750248
36,0.7564209762223276,0.49470633943944003,0.2523132734906346
37,0.8312420693304762,0.5705310789987054,0.3129486837073789
38,0.84851272430572,0.6149049713080958,0.3786186784453565
39,0.8081997406805709,0.6188357678119826,0.4416526531657195
40,0.7268130527963477,0.5851118833381965,0.4938647576062212
41,0.6268846541890182,0.5256130376787455,0.5290355463392736
42,0.5270252334915131,0.4547832406767044,0.544495605495139
43,0.43808398293902584,0.38431169701691453,0.5411627493836285
44,0.3641834213210217,0.3211867261112441,0.5224348293797926
45,0.30535513791453855,0.26827567471518554,0.49276884815364047
46,0.25978383244535364,0.22580311876926717,0.4565543850097835
47,0.22516047531112945,0.19269172140254787,0.41747964506354
48,0.19932595736983594,0.167439003116326,0.3783159199086368
49,0.18050147401966635,0.14857730994647328,0.34095904973377483
50,0.16732162663434944,0.134864105122099,0.30658685339280767
0,0.0,2.0,0.0
1,91.66578087955591,40.19445227436299,1.2801764945698801
2,37.87194621398101,41.31794450509472,8.26550022252029
3,15.900090988245115,24.5575689711842,15.15497515052179
4,6.986280367811276,12.589142574145308,18.12458990911132
5,3.3318415007819184,6.166862101982631,17.900209408330845
6,1.7884973180199297,3.062589998910758,16.055859224953203
7,1.095788950138886,1.6188426608901187,13.691278130410666
8,0.7578470978665581,0.9453287240986202,11.366156837902285
9,0.5813559692897942,0.6212259984418715,9.304286425542829
10,0.488602386181655,0.4595888051297952,7.562851329524255
11,0.4461873358395668,0.37907610300432304,6.128643939372959
12,0.43923699309797826,0.3441500149768966,4.964267092901825
13,0.46185598968908964,0.33938789513688794,4.027974903615322
14,0.5130409408080967,0.3587179710853379,3.2813168199335916
15,0.5941804313812082,0.40063832916998476,2.6915645451070467
16,0.7063813800891476,0.46547120499801453,2.2319965074104124
17,0.8466742637291779,0.5528066544342349,1.881256126501719
18,1.0034623848186974,0.6584459813871952,1.622165693811551
19,1.1541336570326624,0.7715879657432685,1.440080893601924
20,1.2695841235479415,0.8747157463532739,1.3209902544784333
21,1.3265980777994706,0.9485459248921264,1.2500000770112645
22,1.3199009039637006,0.9804120471675071,1.2111301680319915
23,1.2632886533919376,0.9699642392453356,1.1888120852982167
24,1.179863047841662,0.927763874719229,1.1702699971891604
25,1.090974426519058,0.8689048525860184,1.147286033242389
26,1.0108436905692924,0.8069612229436984,1.1164431101696106
27,0.9466044666656638,0.7511679783194765,1.078060558085664
28,0.9005546652768102,0.7064185892057477,1.0346314670913732
29,0.8723453268366039,0.6744822056740407,0.9894472809881436
30,0.8603749580457458,0.6552744176342509,0.9456929204096053
31,0.8624586465395757,0.6477321055237937,0.9059882204909167
32,0.8760443104486707,0.6502733610896698,0.8722295100823921
33,0.8982239250666338,0.6609756692140661,0.8455862612261689
34,0.9257259821426957,0.6776228053780408,0.8265551749360435
35,0.9550190984979485,0.6977455527765414,0.8150245890212373
36,0.9825900675679894,0.7187419569260487,0.8103402678887791
37,1.0053694420078945,0.738108666778533,0.8113859645570627
38,1.021184351808212,0.7537486473866558,0.8166978847143084
39,1.0290723910017028,0.7642642520081562,0.8246222927498464
40,1.0293314516216217,0.7691302499949115,0.83350539653958
41,1.0232914136756455,0.7686826694580786,0.8418849201790052
42,1.0129055381415129,0.7639335360479896,0.8486446453933978
43,1.00030742005075,0.7562842866919808,0.8531014862753847
44,0.9874520188329835,0.7472301939144338,0.8550146338403488
45,0.9758936472863554,0.7381256160258056,0.8545275495675563
46,0.9666946794444097,0.7300392538939274,0.8520671495596392
47,0.960428393274084,0.7236940941614035,0.8482274255664451
48,0.9572358136032274,0.7194692809711662,0.8436595368523787
49,0.9569070205025609,0.7174390624381509,0.8389818295272355
50,0.9589705699658945,0.717430069758889,0.8347152497586814
0,0.0,2.0,0.0
1,74.60640808561278,46.69957842840157,2.25633440027491
2,30.768990189729024,37.74908407404824,10.081254897549139
3,13.042696954816018,21.251959235982866,16.242477492289183
4,5.858658466114779,10.704017370056565,18.351691480119243
5,2.923577767770746,5.260211656874089,17.619712558930352
6,1.6955821161509894,2.685097179149781,15.577383567122558
7,1.1564059507053457,1.5088353658107476,13.191443794198667
8,0.9080553979452103,0.9735976415285997,10.925458286734942
9,0.7988178471099002,0.7298843944191372,8.951451558921951
10,0.7690393620359297,0.6258447887245381,7.303099947252712
11,0.7912027126101611,0.596091881052933,5.95840145181803
12,0.847111447068109,0.6100529192480815,4.877823889243085
13,0.9186824199343631,0.6492557205851993,4.019711537477296
14,0.9863166650211396,0.6981144444345403,3.345359195250565
15,1.0335808942089333,0.7423768586412992,2.8199489458889886
16,1.0535563577846792,0.7719302523054756,2.4124328928708505
17,1.0501524760202239,0.783606006297614,2.095747076317189
18,1.0332761526783254,0.780655257230957,1.847453525242123
19,1.0128001844542265,0.7694424014057687,1.6501813232629148
20,0.9953336881077586,0.7560928040697455,1.4913689866948459
21,0.9838648122774781,0.7447502586162028,1.3623662503621332
22,0.9787002471474125,0.7373368778060407,1.257289793911195
23,0.9785811733047232,0.7340570874693415,1.171991307510343
24,0.981591706639084,0.7340743159210804,1.1033040093003958
25,0.9858167576463637,0.7361110945144078,1.0485787706375036
26,0.9897655800309921,0.738900250545898,1.0054505657939246
27,0.9925668035764584,0.7414705493159958,0.9717606822861417
28,0.9939566425046799,0.7432682019385408,0.9455665537338772
29,0.99412157423169,0.7441382287935857,0.9251839658120666
30,0.9934826531063423,0.7442143905570662,0.9092225605421571
31,0.9925000494248014,0.7437767517408875,0.8965937863337126
32,0.9915428377504003,0.7431258610572686,0.8864874057012029
33,0.9908327338858105,0.7425001632071393,0.8783245564724959
34,0.990446541595411,0.7420410343513378,0.8717004283340296
35,0.9903531386873614,0.7417954196453332,0.866328866458852
36,0.9904623208156511,0.741740555139594,0.8619971781408734
37,0.990669182829813,0.7418161136326137,0.8585346064638483
38,0.9908851592791348,0.7419531588908289,0.8557939829565173
39,0.9910533439263824,0.7420941684836693,0.8536436514105099
40,0.9911503127508692,0.7422026862646106,0.8519658595969852
41,0.9911790870744654,0.7422641845554246,0.8506580789117985
42,0.9911583018155472,0.7422812473378732,0.8496346472084121
43,0.9911116751493616,0.7422664026127092,0.8488272788943951
44,0.9910602514427553,0.7422352533086137,0.8481840064015552
45,0.9910182629850441,0.7422014774631103,0.8476668189812979
46,0.990992241137121,0.7421742096656725,0.8472486039834989
47,0.9909823513815318,0.7421575349904632,0.8469100323825389
48,0.9909847756059276,0.7421514117368385,0.8466368755902288
49,0.9909941597000443,0.7421532514970048,0.8464180098570672
50,0.9910055038554649,0.7421595195248059,0.8462441468244728
0,0.0,2.0,0.0
1,74.06714862997373,46.52088559780876,2.251950227550191
2,30.019000588145037,37.33848202783913,10.037782053772466
3,12.216223758569742,20.708287123936266,16.121202819928484
4,5.0149233348743,10.10055340426729,18.13580431805644
5,2.0958767029195244,4.640757827118473,17.311492440848866
6,0.9058884588106685,2.0765633990357033,15.189712503464255
7,0.4133822014197883,0.9269068749134971,12.741661636433218
8,0.2026654010342925,0.4220347329411738,10.431464894235374
9,0.10734536156703298,0.20019449967829026,8.428738440926695
10,0.06106818490836047,0.10060504660061642,6.762482432949036
11,0.03695715465871999,0.05406073665030443,5.404884396277227
12,0.02361100430458835,0.03111633398755559,4.310763025622541
13,0.01584937488942451,0.01912230946860944,3.434071068441919
14,0.01114580668406277,0.01248246626627919,2.733807393445092
15,0.0081930616921928,0.00861022982260356,2.1754571347402094
16,0.00628281467194051,0.0062477652306835,1.730723362065057
17,0.00501674254904436,0.00475119735582207,1.3767132697030038
18,0.00416371638348007,0.00377485104702954,1.0950360217305906
19,0.00358604883710738,0.00312520669242766,0.8709751691897811
20,0.00320010723044065,0.00269009100881612,0.692781479600795
21,0.00295470982119498,0.00240280240043189,0.5510878973057767
22,0.00281904675383815,0.00222323362129925,0.43843340322896773
23,0.00277589391432017,0.00212765226800359,0.3488789502293391
24,0.00281791303683647,0.00210310587398107,0.2776992772047091
25,0.00294589029407951,0.00214444239658452,0.2211364135503593
26,0.00316835024488221,0.00225293747616612,0.176202963831455
27,0.00350233688161665,0.00243604774382389,0.14052539637607403
28,0.00397540762154336,0.00270811848610389,0.11221941823963164
29,0.00462911493020253,0.00309208952150717,0.08979108642318509
30,0.00552450568421939,0.00362243420188529,0.072058609589058
31,0.00675049155444445,0.00434977730663338,0.0580908794323667
32,0.00843636483195202,0.00534790005731978,0.04715968350759324
33,0.01077025188605768,0.0067241716185913,0.0387033373772817
34,0.01402581433497968,0.00863482514903415,0.03230017371752103
35,0.01859967632832369,0.01130679657320465,0.02765096577467351
36,0.02506092147474749,0.0150676768022808,0.02456993205032365
37,0.03420932276379655,0.02038371171513712,0.02298436663564589
38,0.04712615876266644,0.02790056474451817,0.02294285334504033
39,0.0651729372910042,0.03846873142176418,0.0246307090008036
40,0.08984183076975998,0.05310964516920486,0.02838728829714762
41,0.12229759430750099,0.07283847902372048,0.03471081415601987
42,0.16244767812384017,0.09822772004097063,0.04422084502800949
43,0.20762051079572233,0.12865143264275175,0.05753077020867554
44,0.25159758936200394,0.16142538929147898,0.07498384549913431
45,0.2854472242824744,0.19154087298600303,0.09626723893086167
46,0.30097865331507506,0.21285413074878504,0.12005988389545005
47,0.295020924854887,0.22065269926367684,0.14399938571855594
48,0.2709580265624901,0.2139423783948067,0.16516756740732577
49,0.2362742233880101,0.1956461120142011,0.18094208235575646
50,0.19862280698515344,0.17076580572398978,0.18975464246921864
0,0.0,2.0,0.0
1,74.50353972313297,46.59089421951761,2.157442622526213
2,32.009610140625774,38.07204076713742,9.168128962732517
3,15.167367003662008,22.314538044367424,14.039344197686155
4,8.043639916782052,12.182754317991863,15.081785679792642
5,4.730382045152435,6.740588548122789,13.76470575936874
6,3.0188800556808726,3.9249457496845084,11.553340064264518
7,2.044320170689802,2.4349271557293055,9.267412199886117
8,1.443025525226256,1.6032140039327432,7.248536510768763
9,1.0482262880322595,1.1076365366375953,5.589135205066195
10,0.7765018232838959,0.792892524688373,4.274767501780155
11,0.5828229644652909,0.581785362424694,3.254540868223552
12,0.4412504035292239,0.4340263925127946,2.471607163992579
13,0.3359439714514135,0.32733548619614766,1.8746612017351394
14,0.25669738804469383,0.24861303620150726,1.421176801720806
15,0.19661342460086573,0.18968116757322942,1.0773474316657623
16,0.15084376855661738,0.14514915863817032,0.8168986683458556
17,0.1158764758162375,0.11129798524863636,0.6196695156501248
18,0.08911305419772846,0.08546996235806247,0.4703030568673125
19,0.0686036982556426,0.06571712498269576,0.35715010443328876
20,0.05287249401890826,0.05058704295424592,0.2713936357355963
21,0.04079647299565733,0.0389848307316467,0.20636726303049963
22,0.03151877015072634,0.03007960525033239,0.1570324124962633
23,0.02438460379375943,0.02323838524870879,0.11958058866101269
24,0.01889326201493249,0.01797792490273824,0.09113220679287765
25,0.01466172066877447,0.01392887723256163,0.06950910278355335
26,0.01139691941469946,0.01080878041358093,0.05306288311264971
27,0.00887457866109637,0.00840153986622187,0.04054544531385829
28,0.00692299889391233,0.00654178179397584,0.03101129181553642
29,0.00541067036649747,0.00510290012663929,0.02374379989688728
30,0.00423680093990046,0.00398792005313029,0.01819954379160672
31,0.00332407873265005,0.00312251511498484,0.0139662257484917
32,0.00261314501709892,0.0024496721372049,0.01073087245677289
33,0.0020583746379435,0.00192561671173611,0.00825577964156759
34,0.0016246550762083,0.00151670228883248,0.00636030851302622
35,0.0012849276070139,0.00119703527062906,0.00490710441139367
36,0.00101830967049735,0.0009466618338036,0.00379165900589717
37,0.00080866034199086,0.00075018322024874,0.00293440167676796
38,0.00064348356847825,0.00059569772840417,0.00227470485724075
39,0.00051308891166861,0.00047399177712119,0.00176633831347594
40,0.00040994868004859,0.00037792088018833,0.0013740207112654
41,0.00032820492349407,0.00030193547091708,0.00107080244573388
42,0.00026329087307301,0.00024171726792912,0.00083607841842787
43,0.00021163985944234,0.00019390006132282,0.0006540783677515
44,0.00017046116854958,0.00015585502864194,0.00051271935871388
45,0.00013756717764991,0.00012552542806778,0.00040273303013767
46,0.00011123982778676,0.00010129911855726,0.00031700138042828
47,0.00009012731257113,0.00008191009557201,0.00025005090688949
48,0.00007316401153009,0.00006636231410065,0.00019766705272543
49,0.00005950833213292,0.00005387065571252,0.00015660010840904
50,0.0000484943712431,0.00004381510329649,0.00012434067691774
