cycle,first(COVID_Maths).I,first(COVID_Maths).D
0,2.0,0.0
1,1.5686823923514095,0.13027274590651716
2,2.754196384204866,0.47246574160626786
3,4.947214840167927,1.1447021634276013
4,8.16768622767171,2.3881562552431737
5,11.857197165961916,4.51817562426391
6,14.707563827554191,7.816471929645752
7,15.57879109851303,12.363525776293146
8,14.454202831600133,17.953069027616646
9,12.16736662546127,24.175681172774006
10,9.59106552262577,30.5815433829038
11,7.247724004637139,36.799353910817246
12,5.33492115170342,42.578336102777506
13,3.865195984266395,47.78010219827003
14,2.7749227999657116,52.351661947473495
15,1.9826720106168072,56.297209116874306
16,1.4138374753770138,59.65526743306973
17,1.0081083027547282,62.48227923118411
18,0.7196411679164945,64.84169844987588
19,0.5147454753005185,66.79720731575311
20,0.36913617796263026,68.40880953100888
21,0.2655025500480994,69.73083312808292
22,0.19158188701106835,70.81114701477293
23,0.13871424743485777,71.69111234368465
24,0.100790249563463,72.4059501246836
25,0.07349829783591719,72.98531950213435
26,0.05379152601856893,73.45397837388799
27,0.03951252141232195,73.83244958245658
28,0.02912991265351815,74.13764955133502
29,0.02155367280058273,74.38345767460983
30,0.01600558287070673,74.58121803243714
31,0.01192827573440313,74.74017289189116
32,0.00892125364225959,74.86783186283938
33,0.0066957775028823,74.97028278752072
34,0.00504297867073125,75.05245129544488
35,0.00381125354523141,75.11831600443436
36,0.00289019063357112,75.17108594952015
37,0.00219910681702079,75.21334619830391
38,0.00167884506459495,75.24717690221351
39,0.00128588681455199,75.27425031944045
40,0.00098811213804386,75.29590967272915
41,0.00076173661006219,75.31323309630525
42,0.00058909114385358,75.32708538977708
43,0.00045700762210257,75.33815983325354
44,0.00035564126856221,75.34701192299435
45,0.00027760887935655,75.35408655414793
46,0.00021735621073058,75.35973989915718
47,0.0001706921405166,75.36425699978872
48,0.0001344445797605,75.36786590047757
49,0.00010620553929573,75.37074899442067
50,0.00008414168134892,75.37305212602065
