cycle,first(COVID_Maths).I,first(COVID_Maths).D
0,2.0,0.0
1,1.5686824081645054,0.1335090820044524
2,2.75419680663178,0.4906571642666327
3,4.947218327666353,1.1964964418977933
4,8.167703206028385,2.505284918571626
5,11.85725468901354,4.752677949014169
6,14.707708484003524,8.244141002476681
7,15.579076260763165,13.077812150286363
8,14.454669026339085,19.048514559288197
9,12.168028120407751,25.728650645766553
10,9.59190600139997,32.637835259195256
11,7.248701161170784,39.3719987979386
12,5.335977838755451,45.65281478132871
13,3.8662729022085713,51.32258714046279
14,2.775968357791093,56.317113097077076
15,1.9836476208866944,60.63585448611596
16,1.4147187358041002,64.31715443846142
17,1.0088834708526306,67.42013404487447
18,0.720308357294896,70.01249999732298
19,0.5153096117216103,72.16286979813857
20,0.3696063052085317,73.93629051595792
21,0.26588972719747606,75.39189900617987
22,0.1918977018080579,76.58195493999578
23,0.13896986167991357,77.55171248326361
24,0.10099585502547102,78.3397726204377
25,0.07366286318904647,78.97868365521819
26,0.053922734812512,79.4956438735961
27,0.03961682522462549,79.91321836378447
28,0.02921264593270686,80.25002001794003
29,0.02161919401466577,80.52132908068859
30,0.01605742005540693,80.73964074856872
31,0.01196926396167803,80.9151393869295
32,0.00895365817437002,81.05610305128896
33,0.00672140031643096,81.16924461580774
34,0.00506324834326766,81.2599968769384
35,0.00382729973946781,81.3327491409902
36,0.00290290498282522,81.39104242390887
37,0.00220919217914669,81.43772974558044
38,0.00168685504782977,81.4751072472175
39,0.00129225730006798,81.50502109286096
40,0.00099318629915226,81.52895438762896
41,0.00076578469657205,81.54809768300886
42,0.0005923260831993,81.56340605413027
43,0.00045959729633406,81.57564522694726
44,0.00035771816128619,81.5854288005993
45,0.00027927764867665,81.59324824517944
46,0.0002186996307506,81.59949704986462
47,0.00017177576187878,81.60449014288186
48,0.00013532038568846,81.60847949549608
49,0.00010691481459207,81.61166665023977
50,0.00008471726499974,81.6142127728349
