cycle,first(COVID_Maths).I,first(COVID_Maths).D
0,2.0,0.0
1,1.5686824239776012,0.1367454181040895
2,2.754197229058742,0.5088485871996432
3,4.947221815166584,1.2482907260346838
4,8.167720184411909,2.622413633966917
5,11.85731221227657,4.98718057396045
6,14.707853141497536,8.671811323561316
7,15.579361426691703,13.792102538112553
8,14.455135231278893,20.14397056190513
9,12.168689639043404,27.281643179247816
10,9.592746527790505,34.69417145426516
11,7.2496784022628376,41.94471999400385
12,5.33703466058868,48.727413607924305
13,3.867350015645739,54.865247851328206
14,2.777014176843149,60.28280620332022
15,1.984623556291906,64.97481646309406
16,1.415600376886435,68.97943853851281
17,1.009659061779985,72.35846949655732
18,0.7209759956568632,75.18386615460962
19,0.5158742068724191,77.52917901977601
20,0.3700768859610175,79.4644967206319
21,0.2662773402660311,81.05376362093295
22,0.19221392569613271,82.35362930404547
23,0.1392258520766745,83.41324049973105
24,0.10120180038664661,84.27457804344922
25,0.0738277311680908,84.97307952263493
26,0.05405420967512501,85.53838391229834
27,0.03972136047642932,85.99509896256556
28,0.02929557871256992,86.36353451639042
29,0.02168488588473943,86.66037217901466
30,0.01610940228125803,86.89925877358462
31,0.01201037479263239,87.09132125485411
32,0.00898616587493258,87.2456065836282
33,0.00674710961834012,87.36945308699251
34,0.00508359029731811,87.46880110746208
35,0.00384340619089871,87.54845097657724
36,0.0029156694650208,87.61227598693789
37,0.00221931918623722,87.66339736799767
38,0.00169489958480636,87.70432747280081
39,0.00129865643187154,87.7370865615712
40,0.00099828419648749,87.76329778399528
41,0.00076985244558873,87.78426424633726
42,0.00059557730988676,87.80103141532373
43,0.00046220046436082,87.81443756035351
44,0.00035980623727973,87.82515446523115
45,0.00028095569106452,87.83372024332125
46,0.00022005074489764,87.8405657574683
47,0.00017286577221223,87.84603586968588
48,0.0001362015015181,87.85040651732791
49,0.00010762850731051,87.85389842476802
50,0.00008529652753673,87.8566881059178
